e0,e1,e2,e3,e4,e5,e0_
-0.05000000000000287,1.2499999999999916,1.8749999999999858,0.25000000000000216,5.874999999999959,0.40000000000000085,0.18750000000002415
0.0004722550177114555,-70.00000000000564,-105.00000000000863,-0.004464285714285351,9.43750000000006,0.3999999999999993,0.23913043478259932
0.012615955473100763,-2.0588235294116948,-3.08823529411757,-0.15178571428571752,11.500000000000183,0.3999999999999969,0.25190839694653383
0.03768624014022842,1.6279069767441623,-2.4418604651162545,-0.4607142857142922,4.8249999999999975,0.9999999999999959,-0.4631147540982728
-0.023982152816511688,-0.36544850498340786,-2.4418604651163616,-0.9214285714285335,-7.582142857142821,-0.636363636363637,0.5321261682243493
-0.008649301015811465,-0.5254091300602924,-2.4418604651161893,-1.4205357142858057,-21.023214285714978,-0.2295081967213071,0.46345601670559267
-0.006207145434852881,-0.5647840531561078,-2.44186046511612,-1.7276785714287903,-29.29464285713826,-0.16470588235297245,0.44936708860765906
-0.0030148992112145018,-1.1627906976743871,-4.0697674418603915,-1.727678571428627,74502405264216300,-0.07999999999999712,-33334917294668.664
-0.0011285718972592125,-3.1063122923587865,-9.360465116279125,-1.7276785714285674,49.57554945054689,-0.02994652406417178,-0.3119662241875204
-0.0007153998128365425,-4.9003322259135995,-14.244186046511695,-1.7276785714285794,40.66785714285686,-0.0189830508474576,-0.23145056975680683
-0.0006207145435027212,-5.647840531561455,-16.27906976744155,-1.7276785714286838,39.05952380952442,-0.01647058823529424,-0.21703545086832524
-0.0006207145435039944,-22.591362126246036,-12.790697674418679,-2.198863636363611,49.71212121212456,0.02588235294117489,-0.22598789265453673
-0.0006207145436325065,-44.61794019933408,-8.255813953488603,-3.4066901408448675,77.01877934271732,0.0034093637454985304,-0.2376721032669581
-0.0006207145433130193,-64.95016611296568,-4.069767441860594,-6.9107142857137385,156.23809523809507,0.000968858131487896,-0.24850399731756195
-0.0021725009021853537,-71.72757475082294,91.31782945736482,0.8213073005093371,-18.568194680248077,-0.007143723468769265,-0.34976773236408715
-0.005276073619595508,-71.72757475082257,-123.52159468438686,0.26022054868208344,-5.8830912677066705,-0.022546998180715393,-0.5563664375929308
-0.007138217250100923,-71.72757475083593,-93.77459749552682,0.18456695917588872,-4.172707617957501,-0.03178896300788337,-0.6881666874197395
-0.005276073619623665,-71.72757475081693,-123.52159468438498,0.26022054868208777,-5.883091267706631,-0.022546998180715688,-0.5563664375929335
-0.00372428726092219,-71.72757475081578,-284.651162790699,0.39522058823529305,-8.93518518518509,-0.014845360824742432,-0.4511102492958278
-0.00372428726092219,-71.72757475081578,-284.651162790699,0.39522058823529305,-8.93518518518509,-0.014845360824742432,-0.4511102492958278
-0.0037242872609286187,-61.56146179402096,-234.41860465116758,0.47991071428570564,-10.849867724867776,-0.015011169024571714,-0.4162097005274767
-0.0037242872609286187,-61.56146179402096,-234.41860465116758,0.47991071428570564,-10.849867724867776,-0.015011169024571714,-0.4162097005274767
-0.003932477232024588,4.279069767441892,87.48837209302377,-1.2215909090908992,28.023989898989473,-0.012945406995750256,-0.20486155416610985
-0.05184431170826452,4.95865633074935,87.48837209302329,-1.221590909090912,4.7291127163690305,-0.11680517082179126,-1.1867031445320844
-0.4777070165493988,4.05544864476986,87.48837209302187,-1.2215909090909471,7.0939526593384254,-0.8825138504155116,-18.512228077888167
1.6585463387761774,-4.533872598583983,87.48837209301246,-1.2215909090911337,0.4521033468628748,2.946029547553092,6.33132788178349
