e0,e1,e2,e3,e4,e5,e0_
0.3999999999999902,0.4999999999999889,0.7499999999999982,0.6249999999999982,0.6249999999999918,0.39999999999999186,0.7499999999999901
0.5999999999999994,0.5000000000000008,0.8265306122448981,0.6481481481481478,0.6481481481481501,0.38571428571428434,0.7499999999999964
0.7400000000000023,0.5000000000000006,0.8945578231292518,0.6653992395437262,0.6653992395437254,0.37571428571428345,0.750000000000002
0.900000000000004,0.4999999999999995,0.9935064935064944,0.6862745098039215,0.6862745098039282,0.3642857142857146,0.7500000000000252
1.040000000000003,0.4999999999999997,1.1071428571428572,0.7056451612903224,0.7056451612903261,0.3542857142857129,0.7499999999998832
1.1800000000000046,0.5000000000000006,1.2595818815331024,0.7261410788381739,0.7261410788381788,0.34428571428571475,0.7499999999999738
1.3200000000000065,0.5000000000000009,1.4747899159663886,0.7478632478632475,0.7478632478632548,0.334285714285714,0.7500000000000286
1.5000000000000098,0.5000000000000019,1.9285714285714315,0.7777777777777777,0.7777777777777886,0.32142857142857173,0.7499999999999774
1.7400000000000115,0.5000000000000039,3.510989010989025,0.8215962441314555,0.8215962441314698,0.30428571428571527,0.7499999999999727
1.8800000000000066,0.4999999999999992,7.357142857142926,0.8495145631067966,0.8495145631068,0.2942857142857146,0.7499999999999929
2.0799999999999987,0.49999999999999917,-10.499999999999789,0.8928571428571436,0.8928571428571396,0.2800000000000006,0.7500000000000149
2.260000000000009,0.5000000000000007,-3.0824175824175652,0.935828877005348,0.9358288770053563,0.267142857142858,0.7499999999999366
2.4199999999999937,0.5000000000000041,-1.8265306122448945,0.9776536312849164,0.9776536312849308,0.2557142857142869,0.7500000000001389
2.580000000000032,0.4999999999999983,-1.2635467980295554,1.0233918128654975,1.0233918128655164,0.2442857142857164,0.750000000000047
2.7200000000000135,0.4999999999999962,-0.9761904761904733,1.067073170731708,1.0670731707317218,0.23428571428571499,0.7499999999995146
2.8800000000000407,0.5000000000000018,-0.7597402597402586,1.1217948717948723,1.1217948717949018,0.22285714285714406,0.7499999999998
3.060000000000022,0.5000000000000064,-0.5943396226415064,1.1904761904761914,1.1904761904762173,0.21000000000000196,0.749999999999837
3.220000000000027,0.5000000000000014,-0.48829039812646263,1.2589928057553967,1.2589928057554147,0.19857142857142948,0.7499999999999873
3.3799999999999595,0.5000000000000034,-0.40683229813664445,1.3358778625954217,1.3358778625954288,0.18714285714285858,0.750000000000052
3.5600000000001026,0.4999999999999968,-0.3351648351648338,1.434426229508197,1.4344262295082137,0.17428571428571332,0.7499999999999495
3.8000000000000043,0.49999999999999833,-0.26190476190476125,1.59090909090909,1.5909090909090904,0.1571428571428576,0.7500000000000082
4.060000000000115,0.5000000000000041,-0.20180305131761425,1.804123711340208,1.8041237113402888,0.13857142857142807,0.7499999999999358
4.420000000000148,0.5000000000000022,-0.13990554899645927,2.2151898734177067,2.2151898734177773,0.11285714285714524,0.7499999999999091
4.599999999999966,0.5000000000000064,-0.11538461538461586,2.4999999999999845,2.5000000000000444,0.10000000000000048,0.749999999999988
4.780000000000089,0.49999999999999817,-0.0940390544707103,2.8688524590163587,2.868852459016383,0.0871428571428581,0.7499999999999477
4.939999999999778,0.5000000000000103,-0.07725947521866085,3.301886792452773,3.3018867924527853,0.07571428571428766,0.7499999999999933
